id,human_readable_id,description,weight,combined_degree,text_unit_ids,:START_ID,:END_ID,:TYPE
79e7f4d9-0ae2-4019-98e5-c4f613e288ce,10,约束规则 rule_4.2.1_01 来源于条款 4.2.1,18.0,15,['d45dc5417ce3dee4c362284dab2d55bd7929914655a986312d51da4f8869ee6e2b11ba942d73626192f6ff3724f01906ca2f7d36c26a05bd3ddcbe99092f49b2'],8bbdc0b4-8060-4f9b-9c9c-9573df2effd6,79a26455-ba0b-4e37-987b-fbe655bdc367,RELATED_TO
923a09d9-0883-4128-be39-5005a595eef5,11,约束规则 rule_4.2.1_02 来源于条款 4.2.1,18.0,11,['d45dc5417ce3dee4c362284dab2d55bd7929914655a986312d51da4f8869ee6e2b11ba942d73626192f6ff3724f01906ca2f7d36c26a05bd3ddcbe99092f49b2'],99b7e6da-ffef-4506-90d2-1bf1d25b2e50,79a26455-ba0b-4e37-987b-fbe655bdc367,RELATED_TO
56ad560d-8614-4e21-a44b-84182b82cf90,12,约束规则 rule_4.2.1_03 来源于条款 4.2.1,18.0,10,['d45dc5417ce3dee4c362284dab2d55bd7929914655a986312d51da4f8869ee6e2b11ba942d73626192f6ff3724f01906ca2f7d36c26a05bd3ddcbe99092f49b2'],61f11ed0-d416-4ec8-9992-a2b7308f25de,79a26455-ba0b-4e37-987b-fbe655bdc367,RELATED_TO
6b07c4cc-38dc-4fa9-9785-57bee939f455,13,约束规则 rule_4.2.1_04 来源于条款 4.2.1,18.0,11,['d45dc5417ce3dee4c362284dab2d55bd7929914655a986312d51da4f8869ee6e2b11ba942d73626192f6ff3724f01906ca2f7d36c26a05bd3ddcbe99092f49b2'],aa97b1d9-ab66-4aaf-9e2d-42cca22fe7b4,79a26455-ba0b-4e37-987b-fbe655bdc367,RELATED_TO
1d73b2c9-0b9d-4233-b55b-c6fdaac4a150,14,约束规则 rule_4.2.1_05 来源于条款 4.2.1,18.0,10,['d45dc5417ce3dee4c362284dab2d55bd7929914655a986312d51da4f8869ee6e2b11ba942d73626192f6ff3724f01906ca2f7d36c26a05bd3ddcbe99092f49b2'],2c0268a5-ac95-4e10-b687-bab4ed80071d,79a26455-ba0b-4e37-987b-fbe655bdc367,RELATED_TO
95f3f88c-f7d6-43de-b332-e2f6d4dea870,15,章节 5.4 照明系统位于章节 5 节能与能源利用下,1.0,3,['d45dc5417ce3dee4c362284dab2d55bd7929914655a986312d51da4f8869ee6e2b11ba942d73626192f6ff3724f01906ca2f7d36c26a05bd3ddcbe99092f49b2'],ac1a6326-b7b6-4b8a-b988-80703a386e48,84154387-ef34-4cd5-9071-d33a6ab17e3f,RELATED_TO
369231b6-760e-4b27-8bf4-70c4dd16b275,16,约束规则 rule_4.2.1_01 来源于条款 4.2.1,63.0,15,"['415995e32c2ffeaab2ae80ac4704905e5d3663b4f10e54a79d942c76c3bd9d76f37df918e641c0517cb9aec5e41130874a1b9544d081029f1536afa6239e2d6d', 'd57e95fc6f39507d718872546474e5b700d1ea2b06e35775eaff0de777f69879a888ed4d3937926d4e4776ca8bb9a9cba784f1e18dee795af314fe78c6bda5b6', '84214371d972b6274659e7a4f61c61a94b00ed1178eb4aa6bb723c497a963b208df5e7acf9bd80e0fcffbb75e16d00437b78fa9160d9d950284d389231f74984', '2d4fb393a6e456a0bcb1d89ddc036b35d1ea205df23b8be8817f1e5db832d223b09f018a3b2d1b1359925e64ed52fffd5a3be2b758bd9b0b87c0438d8363d7d9']",79a26455-ba0b-4e37-987b-fbe655bdc367,8bbdc0b4-8060-4f9b-9c9c-9573df2effd6,RELATED_TO
e0016d8d-ae07-485d-978e-d5dca5b8336e,17,约束规则 rule_4.2.1_02 来源于条款 4.2.1,45.0,11,"['415995e32c2ffeaab2ae80ac4704905e5d3663b4f10e54a79d942c76c3bd9d76f37df918e641c0517cb9aec5e41130874a1b9544d081029f1536afa6239e2d6d', '84214371d972b6274659e7a4f61c61a94b00ed1178eb4aa6bb723c497a963b208df5e7acf9bd80e0fcffbb75e16d00437b78fa9160d9d950284d389231f74984']",79a26455-ba0b-4e37-987b-fbe655bdc367,99b7e6da-ffef-4506-90d2-1bf1d25b2e50,RELATED_TO
c54b3864-e119-4f21-a959-e91674105fb2,18,约束规则 rule_4.2.1_03 来源于条款 4.2.1,45.0,10,"['415995e32c2ffeaab2ae80ac4704905e5d3663b4f10e54a79d942c76c3bd9d76f37df918e641c0517cb9aec5e41130874a1b9544d081029f1536afa6239e2d6d', '84214371d972b6274659e7a4f61c61a94b00ed1178eb4aa6bb723c497a963b208df5e7acf9bd80e0fcffbb75e16d00437b78fa9160d9d950284d389231f74984']",79a26455-ba0b-4e37-987b-fbe655bdc367,61f11ed0-d416-4ec8-9992-a2b7308f25de,RELATED_TO
d89ec7f0-95db-4c7e-b452-f1decd2b285c,19,约束规则 rule_4.2.1_04 来源于条款 4.2.1,45.0,11,"['415995e32c2ffeaab2ae80ac4704905e5d3663b4f10e54a79d942c76c3bd9d76f37df918e641c0517cb9aec5e41130874a1b9544d081029f1536afa6239e2d6d', '84214371d972b6274659e7a4f61c61a94b00ed1178eb4aa6bb723c497a963b208df5e7acf9bd80e0fcffbb75e16d00437b78fa9160d9d950284d389231f74984']",79a26455-ba0b-4e37-987b-fbe655bdc367,aa97b1d9-ab66-4aaf-9e2d-42cca22fe7b4,RELATED_TO
69253fcd-39c1-447a-a734-8916701636a0,20,约束规则 rule_4.2.1_05 来源于条款 4.2.1,37.0,10,"['415995e32c2ffeaab2ae80ac4704905e5d3663b4f10e54a79d942c76c3bd9d76f37df918e641c0517cb9aec5e41130874a1b9544d081029f1536afa6239e2d6d', '84214371d972b6274659e7a4f61c61a94b00ed1178eb4aa6bb723c497a963b208df5e7acf9bd80e0fcffbb75e16d00437b78fa9160d9d950284d389231f74984']",79a26455-ba0b-4e37-987b-fbe655bdc367,2c0268a5-ac95-4e10-b687-bab4ed80071d,RELATED_TO
2f9b5454-83bb-491a-b0d9-e1c06a7d0a68,21,场地规划在24m以下多层建筑条件下，容积率应满足 rule_4.2.1_01 的要求,18.0,16,['415995e32c2ffeaab2ae80ac4704905e5d3663b4f10e54a79d942c76c3bd9d76f37df918e641c0517cb9aec5e41130874a1b9544d081029f1536afa6239e2d6d'],dffa3993-c542-4d27-83c7-3bf235f1f800,8bbdc0b4-8060-4f9b-9c9c-9573df2effd6,RELATED_TO
c873b86b-4319-4895-9824-50949dcafa3c,22,场地规划涉及容积率这一重要评价指标,18.0,9,['415995e32c2ffeaab2ae80ac4704905e5d3663b4f10e54a79d942c76c3bd9d76f37df918e641c0517cb9aec5e41130874a1b9544d081029f1536afa6239e2d6d'],dffa3993-c542-4d27-83c7-3bf235f1f800,3bf2455d-305f-44ef-bc57-dccfa8e6c23d,RELATED_TO
9b177f8f-5a0f-44f0-be73-37526710caad,23,场地规划在24m~60m高层建筑条件下，容积率应满足 rule_4.2.1_02 的要求,18.0,12,['415995e32c2ffeaab2ae80ac4704905e5d3663b4f10e54a79d942c76c3bd9d76f37df918e641c0517cb9aec5e41130874a1b9544d081029f1536afa6239e2d6d'],dffa3993-c542-4d27-83c7-3bf235f1f800,99b7e6da-ffef-4506-90d2-1bf1d25b2e50,RELATED_TO
91652dc2-20e1-4fe1-8ab2-d518a5fa38cb,24,场地规划在60m~100m高层建筑条件下，容积率应满足 rule_4.2.1_03 的要求,18.0,11,['415995e32c2ffeaab2ae80ac4704905e5d3663b4f10e54a79d942c76c3bd9d76f37df918e641c0517cb9aec5e41130874a1b9544d081029f1536afa6239e2d6d'],dffa3993-c542-4d27-83c7-3bf235f1f800,61f11ed0-d416-4ec8-9992-a2b7308f25de,RELATED_TO
0db2df96-949c-49b6-b0ee-e9bc0084a236,25,场地规划在100m以上超高层建筑条件下，容积率应满足 rule_4.2.1_04 的要求,18.0,12,['415995e32c2ffeaab2ae80ac4704905e5d3663b4f10e54a79d942c76c3bd9d76f37df918e641c0517cb9aec5e41130874a1b9544d081029f1536afa6239e2d6d'],dffa3993-c542-4d27-83c7-3bf235f1f800,aa97b1d9-ab66-4aaf-9e2d-42cca22fe7b4,RELATED_TO
26342937-4804-4c06-b566-1306e3ef5d08,26,场地规划中建筑物附属广场面积应满足 rule_4.2.1_05 的要求,18.0,11,['415995e32c2ffeaab2ae80ac4704905e5d3663b4f10e54a79d942c76c3bd9d76f37df918e641c0517cb9aec5e41130874a1b9544d081029f1536afa6239e2d6d'],dffa3993-c542-4d27-83c7-3bf235f1f800,2c0268a5-ac95-4e10-b687-bab4ed80071d,RELATED_TO
61b35142-6147-402b-8464-c35da29c1c33,27,建筑与市政工程无障碍通用规范废止了《无障碍设施施工验收及维护规范》GB50624-2011中的部分条款,18.0,27,['2f791b14dd0c38f0a46660d9f7972e641ab7471db5e4118dd512d85094ffce24a5e3689dd33f3e6258b7653ecf936b3ca0a5cdc15ead79bd3d7b49543f683b2d'],f406cff4-9cfd-4b1b-bf1e-da2edf8f06cf,ae3d119b-66e0-46f7-a162-d6848b43566c,RELATED_TO
81f1f032-aec5-427b-b14d-e4f4e9efd1ce,28,建筑与市政工程无障碍通用规范废止了《住宅设计规范》GB50096-2011中的部分条款,18.0,25,['2f791b14dd0c38f0a46660d9f7972e641ab7471db5e4118dd512d85094ffce24a5e3689dd33f3e6258b7653ecf936b3ca0a5cdc15ead79bd3d7b49543f683b2d'],f406cff4-9cfd-4b1b-bf1e-da2edf8f06cf,8af87068-22d5-4629-a009-bf35ea270a44,RELATED_TO
0153e6a4-a85e-4b69-b06a-162a02b30abe,29,《无障碍设计规范》GB50763-2012中的第3.7.3(3、5)条被废止,18.0,6,['2f791b14dd0c38f0a46660d9f7972e641ab7471db5e4118dd512d85094ffce24a5e3689dd33f3e6258b7653ecf936b3ca0a5cdc15ead79bd3d7b49543f683b2d'],ce311266-1ef5-499b-a84c-11ff90a47735,182f77c9-7c34-4243-a7e6-7b7762086e2c,RELATED_TO
0e4d1e87-4d36-41d1-ab7c-71e628b7e74c,30,《无障碍设计规范》GB50763-2012中的第4.4.5条被废止,18.0,6,['2f791b14dd0c38f0a46660d9f7972e641ab7471db5e4118dd512d85094ffce24a5e3689dd33f3e6258b7653ecf936b3ca0a5cdc15ead79bd3d7b49543f683b2d'],ce311266-1ef5-499b-a84c-11ff90a47735,8c28832b-da49-4742-83bb-fec6eb2ff2b5,RELATED_TO
170000df-14fc-45c6-b23c-45260f4f1761,31,《无障碍设计规范》GB50763-2012中的第6.2.4(5)条被废止,18.0,6,['2f791b14dd0c38f0a46660d9f7972e641ab7471db5e4118dd512d85094ffce24a5e3689dd33f3e6258b7653ecf936b3ca0a5cdc15ead79bd3d7b49543f683b2d'],ce311266-1ef5-499b-a84c-11ff90a47735,798557d6-3abc-4240-a81d-fb9e2a78fed9,RELATED_TO
a33aa549-9f08-44f7-9ac6-52b3a9a4adf5,32,《无障碍设计规范》GB50763-2012中的第6.2.7(4)条被废止,18.0,6,['2f791b14dd0c38f0a46660d9f7972e641ab7471db5e4118dd512d85094ffce24a5e3689dd33f3e6258b7653ecf936b3ca0a5cdc15ead79bd3d7b49543f683b2d'],ce311266-1ef5-499b-a84c-11ff90a47735,caf085ca-0f1f-4ec5-be08-66ab03c05fab,RELATED_TO
2d046e95-11c9-45b3-bb04-a4c1f57b6000,33,《无障碍设计规范》GB50763-2012中的第8.1.4条被废止,18.0,6,['2f791b14dd0c38f0a46660d9f7972e641ab7471db5e4118dd512d85094ffce24a5e3689dd33f3e6258b7653ecf936b3ca0a5cdc15ead79bd3d7b49543f683b2d'],ce311266-1ef5-499b-a84c-11ff90a47735,a1a53bfb-5088-4d77-a154-0ffc0ae09dfd,RELATED_TO
6f97ade8-f718-44ef-b6bc-9d2d64e8686c,34,《无障碍设施施工验收及维护规范》GB50624-2011中的第3.1.12条被废止,18.0,6,['2f791b14dd0c38f0a46660d9f7972e641ab7471db5e4118dd512d85094ffce24a5e3689dd33f3e6258b7653ecf936b3ca0a5cdc15ead79bd3d7b49543f683b2d'],ae3d119b-66e0-46f7-a162-d6848b43566c,e94c3d66-7125-47ed-8cde-8042ec07706a,RELATED_TO
1e9c0bfd-d634-4c19-8e12-b78b711565a9,35,《无障碍设施施工验收及维护规范》GB50624-2011中的第3.1.14条被废止,18.0,6,['2f791b14dd0c38f0a46660d9f7972e641ab7471db5e4118dd512d85094ffce24a5e3689dd33f3e6258b7653ecf936b3ca0a5cdc15ead79bd3d7b49543f683b2d'],ae3d119b-66e0-46f7-a162-d6848b43566c,033defb0-7b82-4690-8ebc-f524709b9074,RELATED_TO
453a21f9-2092-4fb5-84f5-be2b056264fa,36,《无障碍设施施工验收及维护规范》GB50624-2011中的第3.14.8条被废止,18.0,6,['2f791b14dd0c38f0a46660d9f7972e641ab7471db5e4118dd512d85094ffce24a5e3689dd33f3e6258b7653ecf936b3ca0a5cdc15ead79bd3d7b49543f683b2d'],ae3d119b-66e0-46f7-a162-d6848b43566c,749d0648-ce8f-4603-99fc-ee3d9d9f228d,RELATED_TO
1b49de8b-2342-4329-b649-6e3f47cd14ba,37,《无障碍设施施工验收及维护规范》GB50624-2011中的第3.15.8条被废止,18.0,6,['2f791b14dd0c38f0a46660d9f7972e641ab7471db5e4118dd512d85094ffce24a5e3689dd33f3e6258b7653ecf936b3ca0a5cdc15ead79bd3d7b49543f683b2d'],ae3d119b-66e0-46f7-a162-d6848b43566c,25971b8b-bffd-4b99-ac04-9205d2e3d291,RELATED_TO
08604870-b2b2-465e-8586-052aa0dfee71,38,《住宅设计规范》GB50096-2011中的第6.6.2条被废止,18.0,4,['2f791b14dd0c38f0a46660d9f7972e641ab7471db5e4118dd512d85094ffce24a5e3689dd33f3e6258b7653ecf936b3ca0a5cdc15ead79bd3d7b49543f683b2d'],8af87068-22d5-4629-a009-bf35ea270a44,8d862d66-f44b-4935-92b7-087f8bf18698,RELATED_TO
228bc8cf-cebf-46d6-b9de-77bc6a0855f3,39,《住宅设计规范》GB50096-2011中的第6.6.4条被废止,2.0,4,['2f791b14dd0c38f0a46660d9f7972e641ab7471db5e4118dd512d85094ffce24a5e3689dd33f3e6258b7653ecf936b3ca0a5cdc15ead79bd3d7b49543f683b2d'],8af87068-22d5-4629-a009-bf35ea270a44,ee04e6fd-b6a4-4438-8909-c0a2c021b2c1,RELATED_TO
7b19af5a-8d15-48e8-9963-5cee1575fc20,40,约束规则 rule_1.0.1_01 来源于条款 1.0.1,37.0,8,"['f9ec206fc8805a5b88e1b08e097cfaf472316d1625a3035d5e9fc9a61cb3f42097282a286fcf2420f4fc2d75bb382f6f1256e4e7b731e546efa195974ddcc5eb', '956593744701d4e864569c2e5c08e8f6f243672c7b7010995c839c7517f19335e216879c2340691a4ce8a99347e507b79785c2a10f11797d83d4a7ffe7cc70d4', '20e8e742338ee7c4b1f71ed562fa9d6718f55418d56b9bdb341efc15525487a5cfceef7984d62d71ac2da22c3e1ef75d6c1b822f412ffdbb8b674d5ad042be76']",194c8c05-7313-4a30-8528-0b4a6f861954,a3ae71d4-2e8a-46c6-9132-547fc250a4b9,RELATED_TO
2adacb5a-c8fc-49cc-8728-c1f9fe9f29c6,41,约束规则 rule_1.0.2_01 来源于条款 1.0.2,64.0,10,"['f9ec206fc8805a5b88e1b08e097cfaf472316d1625a3035d5e9fc9a61cb3f42097282a286fcf2420f4fc2d75bb382f6f1256e4e7b731e546efa195974ddcc5eb', '956593744701d4e864569c2e5c08e8f6f243672c7b7010995c839c7517f19335e216879c2340691a4ce8a99347e507b79785c2a10f11797d83d4a7ffe7cc70d4', '3a8f4a7e6ae7d85b01b0380e9803ef415a009ae6bd5e49897501d6f42ffce29974d79e13647e48ed0bf18cda7fd7a82881be8a19e624872bc4cf41c65d222d72', '20e8e742338ee7c4b1f71ed562fa9d6718f55418d56b9bdb341efc15525487a5cfceef7984d62d71ac2da22c3e1ef75d6c1b822f412ffdbb8b674d5ad042be76']",bcfff9fa-0359-4b44-9bd4-7e2f6ed4a6a4,33b93972-7007-48d4-8590-e3bb5b31d4d1,RELATED_TO
f74f50a3-a15c-4189-8ffe-e3f8e3bf2597,42,约束规则 rule_1.0.2_02 来源于条款 1.0.2,9.0,6,['f9ec206fc8805a5b88e1b08e097cfaf472316d1625a3035d5e9fc9a61cb3f42097282a286fcf2420f4fc2d75bb382f6f1256e4e7b731e546efa195974ddcc5eb'],bcfff9fa-0359-4b44-9bd4-7e2f6ed4a6a4,158a8599-a53e-4517-a01b-c1971e9182ac,RELATED_TO
ffec4607-d8d9-4c72-af78-588ec76d8c40,43,约束规则 rule_1.0.2_03 来源于条款 1.0.2,1.0,6,['f9ec206fc8805a5b88e1b08e097cfaf472316d1625a3035d5e9fc9a61cb3f42097282a286fcf2420f4fc2d75bb382f6f1256e4e7b731e546efa195974ddcc5eb'],bcfff9fa-0359-4b44-9bd4-7e2f6ed4a6a4,5e5b1750-d875-47ea-a5ef-d25d0d81de7e,RELATED_TO
abf70d0d-c779-4160-b61b-541e077db2aa,44,无障碍设施的建设和运行维护受到约束规则 RULE_1.0.2_01 的严格限制。根据该规则，所有新建、改建以及扩建的市政和建筑工程都必须确保无障碍设施的建设和运行维护符合相关规范要求。这不仅强调了无障碍设施在设计阶段的重要性，也指出了其在实际使用中的持续维护需求，以保障所有人群，特别是残障人士能够无障碍地使用公共设施。通过这样的规定，旨在提升社会整体对于无障碍设计的关注度，促进更加包容性环境的构建。,37.0,97,"['f9ec206fc8805a5b88e1b08e097cfaf472316d1625a3035d5e9fc9a61cb3f42097282a286fcf2420f4fc2d75bb382f6f1256e4e7b731e546efa195974ddcc5eb', '7d9fbf5bd3120f69ba58bc0ee8bcd1826656ba6ab5cc736c8026968abf87abdeaa27fd0199c26d7ec6d468d6a6a72afb749349c4ae626a73f9ef56098a308b23']",f0b5ee34-7b6c-43a2-8a68-b4bd740c3489,33b93972-7007-48d4-8590-e3bb5b31d4d1,RELATED_TO
a506c725-fbe1-4779-b607-f219f3af4fbc,45,无障碍设施的建设和运行维护是无障碍设施的重要属性,18.0,93,['f9ec206fc8805a5b88e1b08e097cfaf472316d1625a3035d5e9fc9a61cb3f42097282a286fcf2420f4fc2d75bb382f6f1256e4e7b731e546efa195974ddcc5eb'],f0b5ee34-7b6c-43a2-8a68-b4bd740c3489,43aa7810-73ba-4aec-9917-ac657b8e3e41,RELATED_TO
bde4bf57-c0c8-44a7-903f-dc5ecd6c4827,46,无障碍设施是指为保障行动不便者能够方便、安全地使用建筑及周边环境而设置的一系列设施。其中，无障碍通行设施是无障碍设施的一种，它特别强调了在建筑物内外提供无障碍通道，确保轮椅使用者及其他行动不便者能够顺畅通行。这类设施通常包括但不限于坡道、电梯、扶手以及宽度足够轮椅通过的门道等。通过设置这些无障碍通行设施，可以有效提高建筑物对于所有人群的可访问性，促进社会的包容性发展。此外，无障碍设施还可能涵盖无障碍卫生间、无障碍停车位、以及专为视觉或听听觉障碍者设计的信息标识等其他类型的支持设施，共同构建一个更加友好、便捷的生活环境。这些设施的设计和布局需要遵循相关国家标准和规范，确保其既满足使用需求又符合安全标准。,54.0,116,"['f9ec206fc8805a5b88e1b08e097cfaf472316d1625a3035d5e9fc9a61cb3f42097282a286fcf2420f4fc2d75bb382f6f1256e4e7b731e546efa195974ddcc5eb', 'f8bc1b273d7da7ea83176f049f6b942adb653be49f6e61a8825e8c04cc62bd6abf66c5c9a04869ee7394973ab7b1e900c41fb67dddb5978c441b3442f19fd493', '64e557cc4bd564e7f1f0d07dd3bc2113bd593a3a0db77f62790fc6bfb1462d5f788082910a95e00e4280c796774fe33866f6915d736d87097824aab24e029aec', '1d9dd1cb1a9eab9da845242a87405e2124afbc7e0807ed3883d7e15656193ae91185f8d5638d4204a62bf38ac32d7b3797160c5497b5a6c4f626d69c147d64d3']",f0b5ee34-7b6c-43a2-8a68-b4bd740c3489,76974392-b210-47df-b13d-7b3c84c5096e,RELATED_TO
