:ID,human_readable_id,title,description,text_unit_ids,frequency,degree,x,y,:LABEL
23f13b63-262b-4a88-8557-0e3287898878,11,厂房建筑,,['02683b2429fbdf4758d62de70a1253d86af511b51bb58812af54b08b8f880f87bd93a8cf720c2cfea381f92152b6a4cfa6fe9dde1dedef11d0b05d4518ccc7a8'],1,5,0.0,0.0,
d9c3c091-7f6b-4d13-a87e-92c1bd64c908,12,柱顶面,柱顶面指的是建筑结构中柱子的最上部分的表面，也被描述为柱子的顶部表面或顶部平面。这一定义强调了柱子在结构中的重要性，特别是其顶端部分，它是承载上部结构重量的关键区域。无论是在描述其为“柱子的最上部表面”、“柱子的顶部表面”还是“结构中柱的顶部平面”，所有这些表述都在强调同一个概念，即柱子在建筑结构中的顶端部分。这个部分对于整个建筑的稳定性和结构完整性至关重要，因为它直接承受着上部结构的压力和重量。,"['f531103690a8297d24de47c101dadbb776d84948f13143ec88ecd85ad0e49c0e834bbe5f5af67b70831ea38d8b280ec28bcf5cf88a8a9f542b02be7ffcd46475'
 'd6414de36003245e8f1d817fd554be85470fb796cf48baa1d9d1620e7bb7de1093acc70d5847b2eee38a4899cb50d5bd7e0d0b291168ad90bd8467c73f87592b'
 '0ea3ae46710af8a445c12b0164476a9755dbb5266083d3bf598db7aff80a3ad6be6dcc6d729ef39b85038fa10f7afa74554ce89a3fdd702faa09ab16cd71114e'
 '18229488959863e32c359d73848046febc1f2721351264ee67347f434c56e8c31132897e54a12be9f51dd5ae2304b7d47a0cadc675f187c1f8d39289ed362711'
 '8ca940ac744b353c1a09b98ca4b9122db69f552952aae9736b6bb754886d2f9ecc02b2b7bb42950d22011c6119528cc374fc8a26542de39d0e0929d106690420'
 '61b007c33ee0dd1cbee59227905e6f0694d9d08be7c9912998902817d5c6a200a526f973faa4fc99ef593b39e2e2ad299e81282e2a800a48dc0eeadcbc2c2200'
 '6e4e2e42191a589f909b10f8b69ec0eb1e9f7071ee47476879639cd0d2b470e42211b6ce9545a6b0856cc249de1b5720ec0340bf4dd0320f08db999d8decb975'
 'd06bc84f898116416dc2689df852cc487ee02e08cc47c2c997412bfb19cf352ee09fad3f7902f9909ab974234e406b784b6c79dd8cd6488769670144fa798c9a'
 '3a7f5d290ccc5330842ce92178384c1868c3455d279afa03cc500d012e84b86476e867aee44553c81fffb40922629793aaadff8c110b7cbafa1c3e784a891157']",9,3,0.0,0.0,OBJECT
db12be3e-b32f-4b67-8346-b6eccb36b698,13,柱顶标高,柱顶标高是指柱子顶部相对于参考平面（基准面）的高度，它是一个关键的设计参数，用于确定结构的垂直位置。这一高度不仅标记了支撑柱顶部的位置，而且是柱顶面在建筑中的设计高度标准。在实际应用中，柱顶标高的确定需要考虑托架或托架梁两端底面与柱顶面的相重合，确保结构的准确性和稳定性。柱顶的高度标记对于确保建筑结构按照设计要求垂直排列至关重要。简而言之，柱顶标高涉及到柱顶面相对于参考平面（基准面）的设计高度，以及该高度在建筑实施中的应用，包括与托架或托架梁底面的对齐，是确保建筑结构垂直精度的关键参数。,"['f531103690a8297d24de47c101dadbb776d84948f13143ec88ecd85ad0e49c0e834bbe5f5af67b70831ea38d8b280ec28bcf5cf88a8a9f542b02be7ffcd46475'
 'dabbff3bfb5fddc5d2bc53c0b0934dcbedb17a74823a281cc9240e5fd609a24e7ee657979329de454dd24f741a6d2d17a14ad22ad3150bb189f2d34e26d6c6fa'
 'd6414de36003245e8f1d817fd554be85470fb796cf48baa1d9d1620e7bb7de1093acc70d5847b2eee38a4899cb50d5bd7e0d0b291168ad90bd8467c73f87592b'
 '3fd9df6495f55f6f4889bc3946c44b14dae8225e96775fd18692429f7282f9f140a173a60b97bdaeddb99a311c7106c71281473472f636e2a7dd06c83e0896bb'
 '5c88f4597593a580f4c00efa5352d473ce1725948ab1bfd5fb8fb60e3aaa0e773d91f5b1b761c99dd182c9207e67a57f63d0adda85c488e02aeb2f4871035476'
 '82f533fd6db4e716aafa103e76278a7e6f9ad731fec2d45e5a378b9514243ba32a5ce6b27f9d31ab200edde00ccd21bca8f3a36bb6c80d4e3c86853a74064b94'
 '0ea3ae46710af8a445c12b0164476a9755dbb5266083d3bf598db7aff80a3ad6be6dcc6d729ef39b85038fa10f7afa74554ce89a3fdd702faa09ab16cd71114e'
 '18229488959863e32c359d73848046febc1f2721351264ee67347f434c56e8c31132897e54a12be9f51dd5ae2304b7d47a0cadc675f187c1f8d39289ed362711'
 '8ca940ac744b353c1a09b98ca4b9122db69f552952aae9736b6bb754886d2f9ecc02b2b7bb42950d22011c6119528cc374fc8a26542de39d0e0929d106690420'
 '61b007c33ee0dd1cbee59227905e6f0694d9d08be7c9912998902817d5c6a200a526f973faa4fc99ef593b39e2e2ad299e81282e2a800a48dc0eeadcbc2c2200'
 '6e4e2e42191a589f909b10f8b69ec0eb1e9f7071ee47476879639cd0d2b470e42211b6ce9545a6b0856cc249de1b5720ec0340bf4dd0320f08db999d8decb975'
 'd06bc84f898116416dc2689df852cc487ee02e08cc47c2c997412bfb19cf352ee09fad3f7902f9909ab974234e406b784b6c79dd8cd6488769670144fa798c9a'
 '22a972d7ab52c4a8eae0d515abb6690e60325aa438a93a8d65d8580362fe492fe3248ad5e5e72502d4383d772562315ba89009c46d95ceecce68eae079f419bb'
 '3a7f5d290ccc5330842ce92178384c1868c3455d279afa03cc500d012e84b86476e867aee44553c81fffb40922629793aaadff8c110b7cbafa1c3e784a891157']",14,4,0.0,0.0,ATTRIBUTE
2d9a0a80-09b8-4c27-9c3b-c67c10f40ad1,14,RULE_1_01,"""RULE_1_01""涉及多个方面的建筑规范，主要集中在安全防范系统的设计、检查和操作等方面。首先，人侵和紧急报警系统必须经过全面检查，包括探测、防拆、设置和操作等功能，以确保系统的功能完整性和可靠性。此外，出人口控制系统也应接受检查，重点在于识读方式、受控区划分、出人权限设置与执行机构的控制等方面，确保系统的功能完整性和有效性。特别地，出人口控制系统的编码识读装置应具备抗扫描功能，即在连续输入错误密码时，系统会自动锁止一定时间，以提高系统的延迟能力。

在安全防范工程中，选用的技术和设备必须考虑到其安全隐患及可能带来的次生安全隐患，并应采取措施避免。安全防范系统的设计应保证均衡防护，即各部分的安全防护水平基本一致，避免出现明显的薄弱环节，遵循木桶原理，即系统的整体防护能力由最弱的环节决定。

对于检验方面，当同型号产品的数量不超过5个时，应对所有产品进行全数检验。此外，柱顶面必须与柱顶标高相重合，确保结构的准确性。漏报警是绝对不允许的，对所有设计的报警事件必须做出响应，以确保系统的响应能力。

风险事件的处理应考虑延迟操作，即操作可能导致风险事件发生进程的延长或推迟，以减少风险事件的影响。

在建筑物的设计和施工中，同一地点的各厂房建筑所采用的构配件类型宜统一，以保持一致性和标准化。这一规定虽然强度为宜，但也反映了对建筑材料和构件选择的重视。

综上所述，""RULE_1_01""强调了安全防范系统的全面检查、均衡防护的重要性，以及在设计和施工中对细节的关注，确保了建筑安全防范系统的有效性和可靠性。","['f531103690a8297d24de47c101dadbb776d84948f13143ec88ecd85ad0e49c0e834bbe5f5af67b70831ea38d8b280ec28bcf5cf88a8a9f542b02be7ffcd46475'
 'dabbff3bfb5fddc5d2bc53c0b0934dcbedb17a74823a281cc9240e5fd609a24e7ee657979329de454dd24f741a6d2d17a14ad22ad3150bb189f2d34e26d6c6fa'
 'd6414de36003245e8f1d817fd554be85470fb796cf48baa1d9d1620e7bb7de1093acc70d5847b2eee38a4899cb50d5bd7e0d0b291168ad90bd8467c73f87592b'
 '77467e04eeebb9d0e2ff55cecd23507f5df57d9ee38123c71d4a2d3db7ebd2d5789fedacff07bf9a1bd452301d067f032aa4ddc0c7c0f34cc913bcdfb39b84bd'
 '72e2d85f425156444fe5a6e0f180da996315981a4a668563639609acee6130b93bac0c31b4fbcb5ca84f4da7561c41b672c2869b78c327ee535ddfd3b681bd16'
 'd4517092297c35a052e1b86cebf4ffd9c181e35249b42fa8ae200e5629805ee2014c624a5d1cf9dfa49cd2770809d6b495a23d8f2d4d01d366fbefb318cbdc20'
 'fd7db332c22b4226263b1e5d1bcf0351662cb9dc26de6d7aa2909f492c6fdad1d808065b84dd09a5a3ef6d63cd8698bc67fdcbad32b5893ae7fdddb57aad1cfe'
 '6a1691b047dd58a1df6b8a91bc41d2f0718b04bd9320737ab9b2085c6191d0980b8be6ce69ec8fa703372aad56d95455563b7142f7d22c3d77b7664ce1d740bb'
 '9e770b49eede068e7f897f277012e8ee54b4c0eb9303e25ea80d6b204b8a0c924eae76817da5ec515b0de25501eb5a955f8d1e6c139d1d5e4a8e927fa851747a'
 '1548c3abb7eb9ded4fac89e6f5b21dd8731c88d686099b7958f9c4a805e93e128ec5755ec33b57c9e31387389d284b0f132d9571d4db3b70f8c49240856e204e'
 '0ea3ae46710af8a445c12b0164476a9755dbb5266083d3bf598db7aff80a3ad6be6dcc6d729ef39b85038fa10f7afa74554ce89a3fdd702faa09ab16cd71114e'
 '6e4e2e42191a589f909b10f8b69ec0eb1e9f7071ee47476879639cd0d2b470e42211b6ce9545a6b0856cc249de1b5720ec0340bf4dd0320f08db999d8decb975'
 '1673cc94e3b1863c51a322012af56dc5f67d6fc27d69693f0d636487ad4c786c95c696f680e976dd1e4b685b1c62f693ab1026631fcb36e7df34af114adeaddd']",13,12,0.0,0.0,CONSTRAINT
ba6d5a10-e58d-4144-90e3-6b10cf27716b,15,钢结构厂房,使用钢材作为主要结构材料的厂房，包括普通钢结构厂房和轻型钢结构厂房,['f531103690a8297d24de47c101dadbb776d84948f13143ec88ecd85ad0e49c0e834bbe5f5af67b70831ea38d8b280ec28bcf5cf88a8a9f542b02be7ffcd46475'],1,1,0.0,0.0,OBJECT
7a023b47-8fab-48b2-89ab-88f0c73330d5,16,轻型钢结构厂房,轻型钢结构厂房是一种采用轻型钢材作为主要结构材料的建筑，这种材料的选用使得厂房具有轻质、高强的特点，并且能够加快施工速度。这类厂房可以是单层或多层结构，适用于多种用途，包括轻工业、仓储以及满足特定生产工艺需求的场所。轻型钢结构厂房的设计和建造考虑到了结构的特点和用途，使其不仅满足功能需求，还具备一定的经济效益和施工效率。总的来说，轻型钢结构厂房以其轻质、高强、施工速度快等优势，成为了一种适应性强、广泛应用于各类生产和储存领域的建筑解决方案。,"['f531103690a8297d24de47c101dadbb776d84948f13143ec88ecd85ad0e49c0e834bbe5f5af67b70831ea38d8b280ec28bcf5cf88a8a9f542b02be7ffcd46475'
 '09e7b7b3abb3c54496d6c6ce0e602ce9a7975e1ff3975f40c1b89b4d57cf2014140d54430cb016d04f8bc3ff4ec2759c345d57f4d7110b03d674e661c2ed0b7e'
 '3f27e71eaec7b41e591843e6a09586a3d160e7e59329b9449b9592deff38060257b93f27a496cfd8d040550b0a4dc98673d74591b5364c1141b76c3e491c3912'
 'f25f6046d2cefa8d0aefdf4e54d5687b6c1112b511ee49930bfa08cd1dbe087b6a26eb68505cc1fb97910d7a03e2cab69be2fbf5afc3cec64965241a81be893b'
 'a6dae73ce4bc12fc73ac3241e797e02fa605ef2e8040d95f57ac071e43d379180d4d7b93b5857f98c403102c6f15f87158e26c9576cd2fcdf130b64ed04f588b'
 '96d39ef8317992f219c0f4b636bee7f613b2691f62c995df60291d8022ab52b15931ece2800ac2521890f1b4c4fb42a5bb7278b7b97373b10880b3f6c2df9d70'
 '107400b6bf66594f42454a6806303eb74e08b29096136319e966af5df85d2e9009e8abdcda4c8e4ceb37c9dad1752b157a954408f8a96d88984ebbd8f2071458'
 '324bc95b12a156de3b71932cec4af02cd6c8e39785fd5c2b64566d2156dc869938b73ad96c0d2b0304e8b700ff91d2a29710e4b451025840333b1165e9d85834'
 'f6c40caa61ec47568c5d5dc24de407f69e1f4c0d1c47ff58cb4d63f640947f53686349b4352e289734311958afb634b9934e6fd89ab09766ec75c60d1a526fd2'
 'd06bc84f898116416dc2689df852cc487ee02e08cc47c2c997412bfb19cf352ee09fad3f7902f9909ab974234e406b784b6c79dd8cd6488769670144fa798c9a'
 '22a972d7ab52c4a8eae0d515abb6690e60325aa438a93a8d65d8580362fe492fe3248ad5e5e72502d4383d772562315ba89009c46d95ceecce68eae079f419bb'
 'a45a876e0c24aa29d67465b5ad1589720dc5e4097883d5fdf4a18f213417182d060a819ddc245cae8066f321996f722d9bf2fe2693f5731ca52773acc6f6864f']",12,26,0.0,0.0,OBJECT
efc0513e-d89f-4743-85da-4be6fea95307,17,建筑构配件,建筑构配件是指用于建筑的各种构件和配件，这包括但不限于门、窗等建筑元素，以及柱、梁、屋架、楼板等结构元素。这些构配件不仅构成了建筑物的基本框架，还包括了楼梯等其他配件，共同构成了建筑物的完整结构。简而言之，建筑构配件是构成建筑物各个部分的基本元素，涵盖了从结构到功能性的各种配件和构件。,"['f531103690a8297d24de47c101dadbb776d84948f13143ec88ecd85ad0e49c0e834bbe5f5af67b70831ea38d8b280ec28bcf5cf88a8a9f542b02be7ffcd46475'
 'd6414de36003245e8f1d817fd554be85470fb796cf48baa1d9d1620e7bb7de1093acc70d5847b2eee38a4899cb50d5bd7e0d0b291168ad90bd8467c73f87592b'
 '5db1990adcd9608eedd265c0245e5783e25c6e9e09fd021c40678cb9e7e334f5e705794828f79b91fc095256681f08537e3a7cc29cff4c8742f67c48d4487d01']",3,6,0.0,0.0,OBJECT
fe2a2d91-5431-4de1-8cc2-3f1a5e7e07e6,18,装配式结构,指采用预制构件在施工现场进行装配的建筑结构,['f531103690a8297d24de47c101dadbb776d84948f13143ec88ecd85ad0e49c0e834bbe5f5af67b70831ea38d8b280ec28bcf5cf88a8a9f542b02be7ffcd46475'],1,1,0.0,0.0,OBJECT
57a0ae44-1671-41a5-9e16-d707c27c74c7,19,钢筋混凝土结构,钢筋混凝土结构是一种建筑结构形式，它由钢筋和混凝土组合构成。这种结构利用钢筋和混凝土的材料特性，共同承受建筑荷载。钢筋混凝土结构的设计原理基于两种材料的互补优势：混凝土具有良好的抗压性能，而钢筋则提供了所需的抗拉和抗弯能力。通过这种组合，钢筋混凝土结构能够有效地承载各种类型的荷载，包括重力荷载、风荷载、地震荷载等。这种结构形式广泛应用于各类建筑和工程中，如住宅楼、办公楼、桥梁和隧道等，因其耐久性和经济性而受到青睐。,"['f531103690a8297d24de47c101dadbb776d84948f13143ec88ecd85ad0e49c0e834bbe5f5af67b70831ea38d8b280ec28bcf5cf88a8a9f542b02be7ffcd46475'
 '1107f40d99f0e39cbb3713ff1ec5bf1c613c4d0a7d2f28c52ef22f04f6a1e8f44fb8e8e6fcfbf8482ea1d089b8b19cf57690841c2880b275a17c5ec1b6d13786'
 '1f698b093ce0deea39ff5c90605eb8abdf315bc394910dfdf5866f2ac54d6fe399629768a9eda2d6cae52266a246a5d5b1df8553960163c86c4d93a27f4cf643'
 '18229488959863e32c359d73848046febc1f2721351264ee67347f434c56e8c31132897e54a12be9f51dd5ae2304b7d47a0cadc675f187c1f8d39289ed362711'
 '8ca940ac744b353c1a09b98ca4b9122db69f552952aae9736b6bb754886d2f9ecc02b2b7bb42950d22011c6119528cc374fc8a26542de39d0e0929d106690420'
 '61b007c33ee0dd1cbee59227905e6f0694d9d08be7c9912998902817d5c6a200a526f973faa4fc99ef593b39e2e2ad299e81282e2a800a48dc0eeadcbc2c2200']",6,3,0.0,0.0,OBJECT
ac6c2a53-596b-4519-853e-06be2f1895da,20,混合结构,指钢结构与钢筋混凝土结构相结合的建筑结构,['f531103690a8297d24de47c101dadbb776d84948f13143ec88ecd85ad0e49c0e834bbe5f5af67b70831ea38d8b280ec28bcf5cf88a8a9f542b02be7ffcd46475'],1,1,0.0,0.0,OBJECT
0986f9a3-13ed-44a0-b050-2681e3f0dfa4,21,安全防范工程,"安全防范工程是指为保障建筑物或构筑物的安全而实施的一系列技术和管理措施。这些措施包括但不限于监控系统、报警系统等安全相关的设施和系统的设计与安装，旨在防范各种安全风险，确保人员和财产的安全。安全防范工程不仅涉及新建、改建、扩建系统的工程检验对象，也包括已交付使用且运行中的系统，确保其持续运行的安全性。

安全防范工程的实施范围广泛，包括但不限于传感、通信、计算机、信息处理及其控制、生物特征识别、实体防护等技术的工程设计。这些技术共同构建了一个安全可靠的防护系统，特别是针对高风险保护对象，实施相关的工程项目以提高其安全防范能力。

该工程项目的实施过程涵盖了立项、设计、施工、监理、检验、验收以及运行维护等各个阶段。在施工、初步验收与系统试运行等阶段，特别强调了安全防范系统的重要性，确保每一环节都符合安全标准。此外，安全防范工程作为一种需要进行验收的工程类型，涉及安全防范技术和设备的安装与调试，确保所有安全措施都能有效运行，达到预期的安全防范效果。

总之，安全防范工程是一个综合性的工程项目，通过实施各项安全防范措施和系统，为建筑物的安全提供全面的保障。从技术到管理，从设计到运维，每一个环节都是确保安全的重要组成部分，共同构建起一个既安全又可靠的防护体系。","['f531103690a8297d24de47c101dadbb776d84948f13143ec88ecd85ad0e49c0e834bbe5f5af67b70831ea38d8b280ec28bcf5cf88a8a9f542b02be7ffcd46475'
 'dabbff3bfb5fddc5d2bc53c0b0934dcbedb17a74823a281cc9240e5fd609a24e7ee657979329de454dd24f741a6d2d17a14ad22ad3150bb189f2d34e26d6c6fa'
 '9b7bf2d553bf5f9234cd2579e7793ac9e368a6fb4f9f260cc0895a9cb77cb44a3c0ded6b0b45910cc94a661931c4dad510d1d3ad0874087a6a602785b5eb7b59'
 'd01792e08dce7d2b39065ea982b0360de7b0f90617d84fd71b2841c5fadac5bf052450faca3275918f297ef77d5bdccd7953ef78730359018e6eec6dc2232ef2'
 '4630227c84c544cdab9b1fd84dbf802661fbdaa4ecc2d15b1b865ea5ac9f4f27ba3b42c2db66eafa745e263fc714aed560579226d8ffb5449a03997a2c075269'
 'f07f12a7f7ed8f649fb20f9705e18f3763786c17850fe8fdc753200f929386bb73f406deba34c567348aa7efc55890d870e26e81a41f9d2e649b368bb8a051e7'
 '1df2fe25b7f39c60499fdac50d4470c6393dbe7b9618ea846130450aad113d441254681d3c11e28fb4252e3f123e85643280a77788610022b7336ba33731786f'
 '1107f40d99f0e39cbb3713ff1ec5bf1c613c4d0a7d2f28c52ef22f04f6a1e8f44fb8e8e6fcfbf8482ea1d089b8b19cf57690841c2880b275a17c5ec1b6d13786'
 'a18b1f6f367dd5fa7ebb12d7f9dce6d448ce62c6fabddb8f6676da874118ab5f7b6adcd4af22e94a9afe737364848a4cf5aa353c42d59093200e1cebe89d5ace'
 '08d3e2e51178d0ad9583de074a402c55c7c9e2870459a1559e3baa40d3c10fdf2fe293169e0bebd428c6e412d964dd370b1b3a9e2351deb85dfc0169b2f74adb'
 '62edada3ebe05fc3ab4172428956da133e8eac026327008cc021ea81f756e6e70ea907be6284ad0e6cee76bd41af375a6b897baf91240f6d55d45580683e07d2'
 'e49a304a929ddc7a26bac2c840de1bbbdbdca2ffa36c89e9e50368db04e4fe25eb8dbce26a7b1c8d9192936ef5cc5b166b5506ff38e61e4f6effb6b8d5c45e41']",12,40,0.0,0.0,OBJECT
74c1bb5d-aba5-4c44-85d2-55396744e87f,22,适用范围,本标准适用的具体条件或场景,['f531103690a8297d24de47c101dadbb776d84948f13143ec88ecd85ad0e49c0e834bbe5f5af67b70831ea38d8b280ec28bcf5cf88a8a9f542b02be7ffcd46475'],1,2,0.0,0.0,ATTRIBUTE
6aabb234-7b42-4858-ae01-315e28b5cf8c,23,建筑生产过程,指厂房建筑从设计到施工完成的全过程,['f531103690a8297d24de47c101dadbb776d84948f13143ec88ecd85ad0e49c0e834bbe5f5af67b70831ea38d8b280ec28bcf5cf88a8a9f542b02be7ffcd46475'],1,1,0.0,0.0,OBJECT
69e32b5d-cf11-4313-a6bf-f0e6c458e4c3,24,专业配合,建筑设计和施工过程中各专业之间的协作和协调,['f531103690a8297d24de47c101dadbb776d84948f13143ec88ecd85ad0e49c0e834bbe5f5af67b70831ea38d8b280ec28bcf5cf88a8a9f542b02be7ffcd46475'],1,1,0.0,0.0,ATTRIBUTE
f5d97891-189a-41ee-9f7e-d80901554453,25,建筑工业化生产,采用工业化方法和技术进行建筑生产的过程，旨在提高建筑质量和施工效率,['f531103690a8297d24de47c101dadbb776d84948f13143ec88ecd85ad0e49c0e834bbe5f5af67b70831ea38d8b280ec28bcf5cf88a8a9f542b02be7ffcd46475'],1,1,0.0,0.0,ATTRIBUTE
08ea5c67-155d-4d7f-b56d-1fe6c0e9bc39,26,新建,指从零开始建设的建(构)筑物,['f531103690a8297d24de47c101dadbb776d84948f13143ec88ecd85ad0e49c0e834bbe5f5af67b70831ea38d8b280ec28bcf5cf88a8a9f542b02be7ffcd46475'],1,1,0.0,0.0,ATTRIBUTE
eac2b02c-cf7e-4392-8e0e-955f3760c7c4,27,改建,对现有建(构)筑物进行结构或功能上的修改和更新,['f531103690a8297d24de47c101dadbb776d84948f13143ec88ecd85ad0e49c0e834bbe5f5af67b70831ea38d8b280ec28bcf5cf88a8a9f542b02be7ffcd46475'],1,1,0.0,0.0,ATTRIBUTE
ec5dd874-9ee8-429a-a290-9229780d5f69,28,扩建,对现有建(构)筑物进行面积或容量上的增加,['f531103690a8297d24de47c101dadbb776d84948f13143ec88ecd85ad0e49c0e834bbe5f5af67b70831ea38d8b280ec28bcf5cf88a8a9f542b02be7ffcd46475'],1,1,0.0,0.0,ATTRIBUTE
08acfc8a-c97e-4f4f-b619-ba8cb84bbc12,29,普通钢结构厂房,,['f531103690a8297d24de47c101dadbb776d84948f13143ec88ecd85ad0e49c0e834bbe5f5af67b70831ea38d8b280ec28bcf5cf88a8a9f542b02be7ffcd46475'],1,18,0.0,0.0,
c3419a16-9db1-49f5-b245-fde396690721,30,建筑设计,,['f531103690a8297d24de47c101dadbb776d84948f13143ec88ecd85ad0e49c0e834bbe5f5af67b70831ea38d8b280ec28bcf5cf88a8a9f542b02be7ffcd46475'],1,1,0.0,0.0,
87883026-1198-47dc-95ca-44cf4715ecb6,31,构配件类型统一原则,规定了同一地点各厂房建筑采用的构配件类型应当统一的原则，以促进标准化、系列化和通用化,['dabbff3bfb5fddc5d2bc53c0b0934dcbedb17a74823a281cc9240e5fd609a24e7ee657979329de454dd24f741a6d2d17a14ad22ad3150bb189f2d34e26d6c6fa'],1,0,,,NORM
